StartDate,EndDate,Duration (in seconds),ResponseId,LocationLatitude,LocationLongitude,Q0,Q1,Q2,Q3,Q4,Q5,Q6,Q13,Q14,Q15,Q16,Q17,Q18,Q26,Q27,Q28,Q29,Q20,Q21,Q18.1,Q19
2025,2025,122,33079d88387fe6b3fa7580f953eb688e340b859d7145e292a91686aa663adf9d,35.6209,-119.991,0a827ae922ec5f7f4102f6656fd65b754305a7f685c763f7671b7efecd52c21c,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Never,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,,,,
2025,2025,114,40a71b47167613aa95e0c4ab85e48b79aa9ca3a3be69d3b41a6c833cb2d50f28,34.8558,-117.64930000000001,68bbc2f0221553d1ac73d56563e2bdf545ae7b0b4d408e8e386ee6903451b0b6,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,2-4 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,,,,
2025,2025,209,c2fc75cef95a322f416ca6eb7978573da219a438888226582329f7dbe8f9a10f,38.428999999999995,-85.84339999999999,a166139f5ff14c33998e1d4a3e23b9c2a4ca2d1b388195b0621022286f8f9592,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Never,1-2 rides in a typical day,Never,,,,,
2025,2025,188,81a878e64e9a830e491cadb262907daa8d0a023bf7208b4989c995ca4627fd7a,38.150999999999996,-97.772,0b7da5ccfe616e7f5e67317b7c5d23ca3f2f94012db4fb376dbdbd2236e29875,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,8 or more days a month,3-4 rides in a typical day,4-8 days a month,1-2 rides in a typical day,,,,
2025,2025,221,3147f5bf3d061cbc6636a3872094c4e38c8084b1731d81b036ff59a63b290288,39.2789,-75.74300000000001,ab64b1b40d24ffc3cc3a480914c5dd18bb53ebf76bdc0659dfc874fd9483ea32,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,8 or more days a month,1-2 rides in a typical day,4-8 days a month,1-2 rides in a typical day,,,,
2025,2025,194,452cf97574ff0a43a836c8af297844dc89869712d43a0fca814a58c67798acf3,36.9317,-80.0034,d3c5b8e8974659d201e51e5f17d4679a3aa00884ece815d4ace340a4f7b63b4c,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,2-4 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,,,,
2025,2025,159,051e2f815073ea638b874f7579115154fd25e596a06438516bd0cb5e6497db8f,37.001,-98.33200000000001,a47747a0208a73e7154dfc7b57e72b5b53f385a5472a0f7a1cec5af03e3e839e,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,4-8 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,,,,
2025,2025,165,18e6b6ff6160cb4d1cb9d594cec52cefec24a59dec43ad8a42ba88b9997bb4ad,37.330999999999996,-97.662,25e4de22c7be07fac1fd5bba45fcca7bcaa19580ba19d2670c747c62ae519595,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,,Somewhat agree,Somewhat agree,Strongly disagree,4-8 days a month,1-2 rides in a typical day,2-4 days a month,3-4 rides in a typical day,,,,
2025,2025,205,7d763cc7cfe860ebb830bc8a83470ba3deb7d5a5b52510fefb87a81598045b67,40.4439,-73.617,42a8de8ef09691d7100970bdd46304a2f2e92b3b4eb526b617111e5db598f80d,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,8 or more days a month,3-4 rides in a typical day,2-4 days a month,1-2 rides in a typical day,,,,
2025,2025,252,685c52a49b60c49bd1dcf3c20c619bd12748a14c326e6af5c4ff01915ca2a59a,39.6669,-77.2103,2487c2a36a5e141bf0a00cffbaf2646423d7ac77e36ae3245bdc91a98630a910,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,8 or more days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,,,,
2025,2025,145,762d2f52e0e091daa1de3d5142e6826ad0962a4afb29b0827b1dc06096e1b9c1,45.5601,-93.8714,9549d86d1c2560ca25a53c08b8ac32666a504292cb346018f908dbf569603d19,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,,,,
2025,2025,114,6a7b6c43f30c8d6b93f6d50be9c28c6c3326aa90a4e9092d5329869a2f172465,38.391,-98.182,0486238caf742e26b9669e5c8a9723ea90a8abc0a68ddc2024daecf1a9a8a0e1,Neither agree nor disagree,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,4-8 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,,,,
2025,2025,184,ce93659faf2d36a642bc6b086d8d832b98246f3e3e55c5bd911d2e22ec1ed404,41.3962,-73.3566,0f3ded842c5efc1b216f93f3e3c21bdf53c0f03eb9d047b682515b559eb2b880,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,8 or more days a month,3-4 rides in a typical day,4-8 days a month,3-4 rides in a typical day,,,,
2025,2025,143,d390461dcab94b30aaab959fd659ff0ad45c03ba5191ebca3367e4bdd5eb7f06,34.0993,-118.7568,b8b17f3de56950d4fcbf08d353c0139b03d80c7cddc7614f746afeb11d0b7d64,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,8 or more days a month,1-2 rides in a typical day,4-8 days a month,1-2 rides in a typical day,,,,
2025,2025,217,d0171a9aae26f402bdfcab4e9b04b6deb703bb2ad22e918255a66bdd86454bf0,29.919999999999998,-95.5085,6d6f55dea82199ee328964c762a064a24b41ffcacac1e2e7e9efcf064c9828e0,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,0-1 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,,,,
2025,2025,146,33928a650efe5db878e0ffcf052da25a9db9d6e69949eba319f3c8abc12e23c4,37.580999999999996,-98.142,1668925157c24af79aa1c6caa81c5a1b6680925be98fd11c7748caffe8d543ce,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,8 or more days a month,3-4 rides in a typical day,8 or more days a month,1-2 rides in a typical day,,,,
2025,2025,257,e7d57c94eb9a88e0f51df5bb534a509d571ef924d222a31b49f45deed138b219,41.0741,-74.7454,7e7086db3f5d1ba197d73f2b2c422e0a86e1a62847e442adc15dd9382d1cee45,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,0-1 days a month,1-2 rides in a typical day,4-8 days a month,1-2 rides in a typical day,,,,
2025,2025,112,0e3af6a5f4270b0aca3f7c627338a960f182d9c031de94629571c15ad1a9310f,41.2426,-74.62660000000001,eb5a8b5f7f424965c03f04042c0d95dd152657e2f46a2ffbb4db19b6e61d50a4,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,4-8 days a month,3-4 rides in a typical day,4-8 days a month,5-6 rides in a typical day,,,,
2025,2025,178,2a32031b797679c3878b248dc8f883819465a61d3f0abcd9fa7bcd1ecc75ab33,35.774499999999996,-78.3083,ea228ecd4339c847eb4a789b4ac7017a1f574271f75a1a165ee0b9b69abbc3e9,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,4-8 days a month,7 or more rides in a typical day,8 or more days a month,5-6 rides in a typical day,,,,
2025,2025,217,fedda15ba498d9bb5818ba29d43b0dd63e73e16e636b01993fdea11feb8fd312,37.961,-97.142,7477b12f32a7d864e54bfa31199c969a4a9390eee9204c49de58fc02748839aa,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,4-8 days a month,1-2 rides in a typical day,4-8 days a month,1-2 rides in a typical day,,,,
2025,2025,185,3b510486c29d67eeff4c4c0502d70c1d359727748226192f0d71e4d093548424,36.951,-98.72200000000001,26ee872a08526d4a2c7861c94834961ae4b8938bd076f5c9641b5174f96efcc5,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,4-8 days a month,1-2 rides in a typical day,4-8 days a month,1-2 rides in a typical day,,,,
2025,2025,78,67345a6bb82cb529ec241dd613f64e0b9cc3f475d7b17a66d0b45d38b536b713,40.3869,-74.5501,d62ab99472f5e49f89f4828b0ac93493b6f97704769997fc6cb506f7d17681d1,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,0-1 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,,,,
2025,2025,264,6da5812b8a26ca6aea2a40a96973b4c8747e96084e732a3506e2454cc5a0695c,37.510999999999996,-98.622,f5d1c0c3178473706df1d182e27fdf291021ebd0df189d4cec689a6f1f26acea,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,4-8 days a month,1-2 rides in a typical day,4-8 days a month,3-4 rides in a typical day,,,,
2025,2025,57,c3ea37dcb9d59d0e07aa3fb6d4a57f8cd48db4c2c65ee2e97e781256f6f1665f,37.5034,-88.5532,4dd6a3edf9c4583b4846e3a7427d1ca43b0913ebce429eb6c69622085810073e,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Never,1-2 rides in a typical day,Never,1-2 rides in a typical day,,,,
2025,2025,246,d7097c97a1f5e95bfbbe96b8159883cefa2e6d4cd9b807dc41821bad393d8b2c,42.1686,-73.04310000000001,39a9136943f8a7886af88754707938890f970b883f9549819bf4c3315665c66a,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,8 or more days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,,,,
2025,2025,89,dcb1fb21e94cd48b3ec2cca65b060a68729570b94029af108352f78de3d1f1c0,33.006499999999996,-106.2715,5c07468e2ab3be9ffe8b1ae7df9c8a10e271d7317bb312ee2c96df6a374bc0f6,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,,Strongly disagree,0-1 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,,,,
2025,2025,260,e75b079ea6a09a908b0f6303f34b2b718f9bf8e2c5c8bb13816ab8c87adb707c,37.461,-97.672,f4d8d11bda5a57d0186b810457f3f45a8cd9dbb3cb71f927f4f154f0d5632d1a,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,0-1 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,,,,
2025,2025,265,956dacbba075104fb430f92725f1d93d96c0827535b1a225f238c4c409d7cc22,38.531,-97.312,433b85694c3c4bfb19942e0aadb6062c270ac97349ed36194679af66e02d188a,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,8 or more days a month,3-4 rides in a typical day,4-8 days a month,1-2 rides in a typical day,,,,
2025,2025,272,ab174f70f22016ca79b15d4fa83f47f06d5fecf07a0c55edad285ae3ccaa7fb1,38.370999999999995,-97.58200000000001,1c934bb5c05cb1694da7159da41e9d326792edfca3556cf1b0018a21c08ff678,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,4-8 days a month,1-2 rides in a typical day,8 or more days a month,1-2 rides in a typical day,,,,
2025,2025,293,4c6163d4ddbbadb73fd3e9bf0a6e31dc899db00197beb981701c27aa1c945b51,37.171699999999994,-77.7477,d27032a0ed0d657ba02115d362b2663718d7cad6513481357a8c04fe6fe67dad,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,2-4 days a month,1-2 rides in a typical day,4-8 days a month,1-2 rides in a typical day,,,,
2025,2025,198,c00b60e3923e41cfbad2cb557cc34d6e0a1e389db47a27a0fcd5f6752a8db1bd,33.793099999999995,-83.6758,ec3fd47dbf258cb35c251773f3cde0870fcfa798317fde221c381998762f9427,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,8 or more days a month,7 or more rides in a typical day,8 or more days a month,5-6 rides in a typical day,,,,
2025,2025,233,fbc035feb73976ac8919e08255c7258757d595af1694e33ca7ece6159002e5c8,37.811,-97.86200000000001,7e07c11381eb8a3eba20e67e3e069a1fe3bb87a8671531b5c4d108660f78943b,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,8 or more days a month,1-2 rides in a typical day,8 or more days a month,3-4 rides in a typical day,,,,
2025,2025,246,ed0bec8e01ca29c827002aeb689ab0f4f8ba892317afefbf2e8c7c5cb05ee9a5,41.202600000000004,-73.1966,dd906887a20ca90b810e521efb8f169ac1d5796fbef5c01a408dde0a0f914d24,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,2-4 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,,,,
2025,2025,139,377418fd8c456e77609c74b6ec10e601eb4a7b44ca213ad4435681d82e581157,38.091,-96.922,7e1ac38fbbf1d4004e219e08d0de00b86ddc951f6f6f58834e2c7905adce60f3,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,4-8 days a month,3-4 rides in a typical day,4-8 days a month,3-4 rides in a typical day,,,,
2025,2025,94,d0bf3a7b8bbc6c8f043e614dfc594971c2925fcac7a8b81591000715601c2d95,38.391,-97.662,e2078bf3c954e9519fb5a096648bdf29381e55d316cf7e5eccc4a13b9a7e8f3a,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,4-8 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,,,,
2025,2025,367,c55cfc5db9f4fb0196dffd21e2cda178d071ff2a3dbbeb577dd4a3cbe17f564c,37.510999999999996,-97.50200000000001,3b1a89a349b24f06bb8d663b74181ba84b2f105ab758867712a62442f317df06,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,4-8 days a month,1-2 rides in a typical day,8 or more days a month,1-2 rides in a typical day,,,,
2025,2025,341,90162ed6e6c5e755253490656430dad6f2c569e9a0b69c6555baebfafaafe82d,40.7741,-74.6054,b08df79ff4969c7b8cd08976873f21894166d48581efee96c130746ef5b67a8a,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,2-4 days a month,1-2 rides in a typical day,2-4 days a month,1-2 rides in a typical day,,,,
2025,2025,209,56a591f06ddb3338715e5552f44c1f4908afb989a3fffdfe91734f29fb2286fe,34.8264,-81.41680000000001,dca86c6d5589b4485fe9684e4bc292b3edff6d73507e77fe4f6be803d1431290,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,8 or more days a month,1-2 rides in a typical day,4-8 days a month,1-2 rides in a typical day,,,,
2025,2025,209,590083b684aab2213d7a9395d647180983651ed1b2badf3bcd7337403ba45e45,34.695800000000006,-118.0793,de5374e38167789ec180c825f27e5e12d0b8f03e8e1bb6bba16371f71a5879b0,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,4-8 days a month,1-2 rides in a typical day,0-1 days a month,1-2 rides in a typical day,,,,
2025,2025,589,44c3f2e2b5bed7c4be3c3c49acd271939e5b294e8eb8ac33013cebbf874b9013,46.8609,-121.68469999999999,202bddf13b57e47519ccc7091a65a025daa8d15f20e211e2cc736632844f3b6c,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,8 or more days a month,1-2 rides in a typical day,4-8 days a month,1-2 rides in a typical day,,,,
2025,2025,445,2aa9059e9829c537147718b06b55af98d6d59d618aaec87c848d8481e8c4030c,40.8726,-74.42660000000001,22745e62dc7a649ee1d49a05a53f2f366e7ce0551afb51340496bd088d3a57bb,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,2-4 days a month,1-2 rides in a typical day,Never,1-2 rides in a typical day,,,,
2025,2025,207,41bb1d328c62f7937a8322de20104ac55f8a2818af94782b93d95b2b24ec0933,37.061,-97.302,0bf4a5b64f16f705af6ef63539257d40c83ca841ae98e786d8cab3a75d066510,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,8 or more days a month,1-2 rides in a typical day,8 or more days a month,7 or more rides in a typical day,,,,
